ResponseId,Age,Gender,Gender2,Ethnicity,Ethnicity2,Marital,Employment,Income,swipe1_c_m_a,phys_swipe1_c_m_a,person_swipe1_c_m_a,swipe2_c_m_a,phys_swipe2_c_m_a,person_swipe2_c_a,swipe3_c_f_a,phys_swipe3_c_f_a,person_swipe3_c_f_a,swipe4_c_f_a,phys_swipe4_c_f_a,person_swipe4_c_f_a,swipe5_c_f_a,phys_swipe5_c_f_a,person_swipe5_c_f_a,swipe6_c_m_a,phys_swipe6_c_m_a,person_swipe6_c_m_a,swipe7_c_f_a,phys_swipe7_c_f_a,person_swipe7_c_f_a,swipe8_c_m_a,phys_swipe8_c_m_a,person_swipe8_c_m_a,swipe9_c_m_a,phys_swipe9_c_m_a,person_swipe9_c_m_a,swipe10_c_f_a,phys_swipe10_c_f_a,person_swipe10_c_f_a,swipe11_c_m_a,phys_swipe11_c_m_a,person_swipe11_c_m_a,swipe12_c_f_a,phys_swipe12_c_f_a,person_swipe12_c_f_a,swipe13_c_f_a,phys_swipe13_c_f_a,person_swipe13_c_f_a,swipe14_c_m_a,phys_swipe14_c_m_a,person_swipe14_c_m_a,swipe1_t_m_a,phys_swipe1_t_m_a,person_swipe1_t_m_a,swipe2_t_m_a,phys_swipe2_t_m_a,person_swipe2_t_m_a,swipe3_t_f_a,phys_swipe3_t_f_a,person_swipe3_t_f_a,swipe4_t_f_a,phys_swipe4_t_f_a,person_swipe4_t_f_a,swipe5_t_f_a,phys_swipe5_t_f_a,person_swipe5_t_f_a,swipe6_t_m_a,phys_swipe6_t_m_a,person_swipe6_t_m_a,swipe7_t_f_a,phys_swipe7_t_f_a,person_swipe7_t_f_a,swipe8_t_m_a,phys_swipe8_t_m_a,person_swipe8_t_m_a,swipe9_t_m_a,phys_swipe9_t_m_a,person_swipe9_t_m_a,swipe10_t_f_a,phys_swipe10_t_f_a,person_swipe10_t_f_a,swipe11_t_m_a,phys_swipe11_t_m_a,person_swipe11_t_m_a,swipe12_t_f_a,phys_swipe12_t_f_a,person_swipe12_t_f_a,swipe13_t_f_a,phys_swipe13_t_f_a,person_swipe13_t_f_a,swipe14_t_m_a,phys_swipe14_t_m_a,person_swipe14_t_m_a,swipe1_c_f_b,phys_swipe1_c_f_b,person_swipe1_c_f_b,swipe2_c_f_b,phys_swipe2_c_f_b,person_swipe2_c_f_b,swipe3_c_f_b,phys_swipe3_c_f_b,person_swipe3_c_f_b,swipe4_c_m_b,phys_swipe4_c_m_b,person_swipe4_c_m_b,swipe5_c_m_b,phys_swipe5_c_m_b,person_swipe5_c_m_b,swipe6_c_f_b,phys_swipe6_c_f_b,person_swipe6_c_f_b,swipe7_c_m_b,phys_swipe7_c_m_b,person_swipe7_c_m_b,swipe8_c_m_b,phys_swipe8_c_m_b,person_swipe8_c_m_b,swipe9_c_m_b,phys_swipe9_c_m_b,person_swipe9_c_m_b,swipe10_c_f_b,phys_swipe10_c_f_b,person_swipe10_c_f_b,swipe11_c_f_b,phys_swipe11_c_f_b,person_swipe11_c_f_b,swipe12_c_f_b,phys_swipe12_c_f_b,person_swipe12_c_f_b,swipe13_c_m_b,phys_swipe13_c_m_b,person_swipe13_c_m_b,swipe14_c_m_b,phys_swipe14_c_m_b,person_swipe14_c_m_b,swipe1_t_f_b,phys_swipe1_t_f_b,person_swipe1_t_f_b,swipe2_t_f_b,phys_swipe2_t_f_b,person_swipe2_t_f_b,swipe3_t_f_b,phys_swipe3_t_f_b,person_swipe3_t_f_b,swipe4_t_m_b,phys_swipe4_t_m_b,person_swipe4_t_m_b,swipe5_t_m_b,phys_swipe5_t_m_b,person_swipe5_t_m_b,swipe6_t_f_b,phys_swipe6_t_f_b,person_swipe6_t_f_b,swipe7_t_m_b,phys_swipe7_t_m_b,person_swipe7_t_m_b,swipe8_t_m_b,phys_swipe8_t_m_b,person_swipe8_t_m_b,swipe9_t_m_b,phys_swipe9_t_m_b,person_swipe9_t_m_b,swipe10_t_f_b,phys_swipe10_t_f_b,person_swipe10_t_f_b,swipe11_t_f_b,phys_swipe11_t_f_b,person_swipe11_t_f_b,swipe12_t_f_b,phys_swipe12_t_f_b,person_swipe12_t_f_b,swipe13_t_m_b,phys_swipe13_t_m_b,person_swipe13_t_m_b,swipe14_t_m_b,phys_swipe14_t_m_b,person_swipe14_t_m_b,swipe1_c_f_c,phys_swipe1_c_f_c,person_swipe1_c_f_c,swipe2_c_m_c,phys_swipe2_c_m_c,person_swipe2_c_m_c,swipe3_c_f_c,phys_swipe3_c_f_c,person_swipe3_c_f_c,swipe4_c_f_c,phys_swipe4_c_f_c,person_swipe4_c_f_c,swipe5_c_f_c,phys_swipe5_c_f_c,person_swipe5_c_f_c,swipe6_c_m_c,phys_swipe6_c_m_c,person_swipe6_c_m_c,swipe7_c_f_c,phys_swipe7_c_f_c,person_swipe7_c_f_c,swipe8_c_m_c,phys_swipe8_c_m_c,person_swipe8_c_m_c,swipe9_c_m_c,phys_swipe9_c_m_c,person_swipe9_c_m_c,swipe10_c_f_c,phys_swipe10_c_f_c,person_swipe10_c_f_c,swipe11_c_m_c,phys_swipe11_c_m_c,person_swipe11_c_m_c,swipe12_c_m_c,phys_swipe12_c_m_c,person_swipe12_c_m_c,swipe13_c_f_c,phys_swipe13_c_f_c,person_swipe13_c_f_c,swipe14_c_m_c,phys_swipe14_c_m_c,person_swipe14_c_m_c,swipe1_t_f_c,phys_swipe1_t_f_c,person_swipe1_t_f_c,swipe2_t_m_c,phys_swipe2_t_m_c,person_swipe2_t_m_c,swipe3_t_f_c,phys_swipe3_t_f_c,person_swipe3_t_f_c,swipe4_t_f_c,phys_swipe4_t_f_c,person_swipe4_t_f_c,swipe5_t_f_c,phys_swipe5_t_f_c,person_swipe5_t_f_c,swipe6_t_m_c,phys_swipe6_t_m_c,person_swipe6_t_m_c,swipe7_t_f_c,phys_swipe7_t_f_c,person_swipe7_t_f_c,swipe8_t_m_c,phys_swipe8_t_m_c,person_swipe8_t_m_c,swipe9_t_m_c,phys_swipe9_t_m_c,person_swipe9_t_m_c,swipe10_t_f_c,phys_swipe10_t_f_c,person_swipe10_t_f_c,swipe11_t_m_c,phys_swipe11_t_m_c,person_swipe11_t_m_c,swipe12_t_m_c,phys_swipe12_t_m_c,person_swipe12_t_m_c,swipe13_t_f_c,phys_swipe13_t_f_c,person_swipe13_t_f_c,swipe14_t_m_c,phys_swipe14_t_m_c,person_swipe14_t_m_c,swipe1_c_m_d,phys_swipe1_c_m_d,person_swipe1_c_m_d,swipe2_c_m_d,phys_swipe2_c_m_d,person_swipe2_c_m_d,swipe3_c_f_d,phys_swipe3_c_f_d,person_swipe3_c_f_d,swipe4_c_f_d,phys_swipe4_c_f_d,person_swipe4_c_f_d,swipe5_c_f_d,phys_swipe5_c_f_d,person_swipe5_c_f_d,swipe6_c_f_d,phys_swipe6_c_f_d,person_swipe6_c_f_d,swipe7_c_m_d,phys_swipe7_c_m_d,person_swipe7_c_m_d,swipe8_c_m_d,phys_swipe8_c_m_d,person_swipe8_c_m_d,swipe9_c_f_d,phys_swipe9_c_f_d,person_swipe9_c_f_d,swipe10_c_m_d,phys_swipe10_c_m_d,person_swipe10_c_m_d,swipe11_c_f_d,phys_swipe11_c_f_d,person_swipe11_c_f_d,swipe12_c_f_d,phys_swipe12_c_f_d,person_swipe12_c_f_d,swipe13_c_m_d,phys_swipe13_c_m_d,person_swipe13_c_m_d,swipe14_c_m_d,phys_swipe14_c_m_d,person_swipe14_c_m_d,swipe1_t_m_d,phys_swipe1_t_m_d,person_swipe1_t_m_d,swipe2_t_m_d,phys_swipe2_t_m_d,person_swipe2_t_m_d,swipe3_t_f_d,phys_swipe3_t_f_d,person_swipe3_t_f_d,swipe4_t_f_d,phys_swipe4_t_f_d,person_swipe4_t_f_d,swipe5_t_f_d,phys_swipe5_t_f_d,person_swipe5_t_f_d,swipe6_t_f_d,phys_swipe6_t_f_d,person_swipe6_t_f_d,swipe7_t_m_d,phys_swipe7_t_m_d,person_swipe7_t_m_d,swipe8_t_m_d,phys_swipe8_t_m_d,person_swipe8_t_m_d,swipe9_t_f_d,phys_swipe9_t_f_d,person_swipe9_t_f_d,swipe10_t_m_d,phys_swipe10_t_m_d,person_swipe10_t_m_d,swipe11_t_m_d,phys_swipe11_t_f_d,person_swipe11_t_f_d,swipe12_t_f_d,phys_swipe12_t_f_d,person_swipe12_t_f_d,swipe13_t_m_d,phys_swipe13_t_m_d,person_swipe13_t_m_d,swipe14_t_m_d,phys_swipe14_t_m_d,person_swipe14_t_m_d,ideal_phys_fr,ideal_person_fr
R_20Yx6RYU64rd5US,55-64,Man,"",White,"",Married,Employed for wages,"$35,000-$49,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13_f_smile_none,Eyes,Fun,8_f_nonsmile_none,Body Type,Adventurous,5_f_smile_none,Smile,Outgoing,6_m_smile_none,Body Type,Kind,4_m_smile_none,Body Type,Trustworthy,10_f_smile_none,Smile,Kind,7_m_nonsmile_none,Eyes,Fun,3_m_smile_none,Smile,Trustworthy,1_m_smile_none,Smile,Fun,12_f_smile_none,Smile,Kind,9_f_smile_none,Smile,Trustworthy,6_f_nonsmile_none,Eyes,Trustworthy,16_m_smile_none,Smile,Hardworking,2_m_smile_none,Eyes,Trustworthy,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Smile,Kind
R_3EbcwVMjOH57d6d,35-44,Man,"",White,"",Married,Employed for wages,"$35,000-$49,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14_f_nonsmile,Smile,Fun,6_m_nonsmile,Eyes,Kind,7_f_nonsmile,Smile,Kind,13_f_smile,Smile,Trustworthy,2_f_nonsmile,Eyes,Kind,15_m_nonsmile,Smile,Trustworthy,9_f_smile,Smile,Fun,8_m_smile,Body type,Fun,14_m_nonsmile,Smile,Kind,1_f_nonsmile,Hair,Hardworking,4_m_nonsmile,Hair,Fun,11_m_nonsmile,Hair,Fun,5_f_nonsmile,Smile,Adventurous,17_m_smile,Body type,Hardworking,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Hair,Hardworking
R_xGjH5IDNUH0Cntv,25-34,Man,"",Hispanic or Latino,"",Domestic Partnership,Employed for wages,"$50,000-$74,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13_f_smile_none,Smile,Fun,8_f_nonsmile_none,Eyes,Fun,5_f_smile_none,Eyes,Fun,6_m_smile_none,Smile,Kind,4_m_smile_none,Body Type,Hardworking,10_f_smile_none,Body Type,Fun,7_m_nonsmile_none,Body Type,Trustworthy,3_m_smile_none,Body Type,Adventurous,1_m_smile_none,Eyes,Adventurous,12_f_smile_none,Body Type,Hardworking,9_f_smile_none,Hair,Hardworking,6_f_nonsmile_none,Hair,Hardworking,16_m_smile_none,Body Type,Kind,2_m_smile_none,Smile,Hardworking,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Body Type,Trustworthy
R_3HSMHVKbHu5airP,55-64,Woman,"",White,"",Married,Self-employed,"Under $20,000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11_f_smile_nike,Smile,Fun,3_f_nonsmile_none,Eyes,Kind,5_f_smile_none,Body Type,Adventurous,18_m_smile_tjs,Smile,Fun,13_m_smile_nike,Eyes,Kind,10_f_smile_tjs,Smile,Trustworthy,9_m_nonsmile_none,Body Type,Trustworthy,11_m_nonsmile_nike,Eyes,Kind,1_m_smile_tjs,Smile,Adventurous,14_f_nonsmile_nike,Smile,Fun,9_f_smile_nike,Smile,Hardworking,7_f_smile_tjs,Smile,Kind,16_m_smile_nike,Smile,Adventurous,2_m_nonsmile_none,Eyes,Kind,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Eyes,Kind
R_2P6ImqgrDF8UGRf,25-34,Man,"",White,"",Single,Employed for wages,"$35,000-$49,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14_f_nonsmile_tjs,Smile,Trustworthy,6_m_nonsmile_nike,Smile,Kind,7_f_nonsmile_nike,Hair,Fun,13_f_smile_tjs,Hair,Hardworking,15_f_nonsmile_tjs,Smile,Adventurous,1_m_smile_none,Eyes,Hardworking,12_f_smile_nike,Hair,Hardworking,12_m_nonsmile_nike,Hair,Trustworthy,14_m_nonsmile_tjs,Eyes,Adventurous,1_f_nonsmile_nike,Eyes,Fun,4_m_nonsmile_tjs,Eyes,Kind,9_m_smile_nike,Hair,Fun,5_f_nonsmile_tjs,Body type,Fun,17_m_smile_nike,Eyes,Hardworking,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Smile,Trustworthy
R_2fX3VHkqo7lzo2Z,25-34,Woman,"",White,"",Married,Employed for wages,"$35,000-$49,999",10_m_nonsmile_none,Hair,Fun,3_m_smile_none,Eyes,Trustworthy,8_f_nonsmile_none,Smile,Hardworking,4_f_nonsmile_none,Hair,Kind,5_f_smile_none,Body Type,Hardworking,18_m_nonsmile_none,Body Type,Fun,7_f_smile_none,Eyes,Fun,15_m_nonsmile_none,Body Type,Hardworking,5_m_nonsmile_none,Eyes,Kind,6_f_nonesmile_none,Hair,Hardworking,13_m_nonsmile_none,Hair,Fun,2_f_nonsmile_none,Hair,Adventurous,13_f_nonsmile_none,Smile,Kind,19_m_smile_none,Smile,Fun,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Hair,Hardworking
R_Rf3jNwuiFBiigsV,25-34,Man,"",Native American/Alaskan Native,"",Married,Employed for wages,"$35,000-$49,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14_f_nonsmile,Smile,Kind,6_m_nonsmile,Body type,Hardworking,7_f_nonsmile,Eyes,Kind,13_f_smile,Eyes,Trustworthy,2_f_nonsmile,Hair,Fun,15_m_nonsmile,Body type,Adventurous,9_f_smile,Smile,Kind,8_m_smile,Smile,Fun,14_m_nonsmile,Body type,Hardworking,1_f_nonsmile,Eyes,Trustworthy,4_m_nonsmile,Body type,Adventurous,11_m_nonsmile,Smile,Fun,5_f_nonsmile,Hair,Kind,17_m_smile,Body type,Hardworking,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Body Type,Fun
R_2R373z0VPX5JKHE,25-34,Man,"",White,"",Single,Out of work and looking for work,"$20,000-$34,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14_m_nonsmile_tjs,Body Type,Kind,16_m_smile_none,Smile,Fun,3_f_smile_none,"",Kind,4_f_nonsmile_none,Smile,Kind,9_f_smile_none,Hair,Kind,17_m_smile_none,Smile,Kind,7_f_smile_none,Smile,Kind,2_m_nonsmile_tjs,Body Type,Adventurous,1_m_smile_nike,Smile,Adventurous,6_f_nonesmile_nike,Eyes,Kind,6_m_smile_nike,Smile,Kind,2_f_nonsmile_none,Body Type,Kind,14_f_smile_nike,Smile,Fun,19_m_smile_none,Body Type,Adventurous,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Smile,Kind
R_1EYuH9Z41axqCYB,35-44,Man,"",Asian,"",Married,Self-employed,"Over $100,000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13_f_smile_tjs,Smile,Trustworthy,3_f_nonsmile_none,Smile,Trustworthy,1_f_smile_tjs,Hair,Hardworking,18_m_smile_tjs,Eyes,Adventurous,13_m_smile_nike,Smile,Kind,2_f_nonsmile_nike,Smile,Adventurous,9_m_nonsmile_none,Body Type,Adventurous,11_m_nonsmile_nike,Hair,Adventurous,10_m_nonsmile_nike,Body Type,Fun,12_f_smile_tjs,Eyes,Adventurous,4_f_nonsmile_none,Eyes,Fun,7_f_smile_tjs,Smile,Trustworthy,14_m_nonsmile_none,Hair,Adventurous,19_m_smile_tjs,Hair,Kind,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Smile,Hardworking
R_11jcFN3PdkPJqFM,25-34,Man,"",Asian,"",Single,Employed for wages,"Over $100,000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10_f_smile_nike,Smile,Kind,6_m_nonsmile_nike,Smile,Trustworthy,7_f_nonsmile_nike,Body type,Kind,11_f_nonsmile_none,Eyes,Hardworking,2_f_nonsmile_none,Body type,Trustworthy,15_m_nonsmile_tjs,Body type,Adventurous,9_f_smile_none,Smile,Trustworthy,8_m_smile_tjs,Smile,Trustworthy,14_m_nonsmile_tjs,Body type,Trustworthy,1_f_nonsmile_nike,Hair,Hardworking,4_m_nonsmile_tjs,Body type,Trustworthy,11_m_nonsmile_tjs,Smile,Adventurous,5_f_nonsmile_tjs,Eyes,Hardworking,17_m_smile_nike,Smile,Kind,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Smile,Kind
R_27COCZH74KyQs3b,35-44,Woman,"",Black or African-American,"",Married,Employed for wages,"$50,000-$74,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3_m_smile_tjs,Smile,Fun,5_m_smile_nike,Smile,Hardworking,7_f_smile_nike,Smile,Fun,12_f_smile_nike,Smile,Fun,8_f_smile_tjs,Body Type,Fun,4_f_smile_tjs,Smile,Fun,9_m_smile_nike,Smile,Adventurous,15_m_nonsmile_nike,Body Type,Trustworthy,14_f_smile_nike,Smile,Fun,11_m_smile_tjs,Smile,Adventurous,3_f_smile_none,Smile,Adventurous,2_f_nonsmile_tjs,Eyes,Kind,6_m_nonsmile_none,Body Type,Kind,7_m_smile_nike,Smile,Fun,Smile,Fun
R_31ErsoSnfcPYlJq,45-54,Woman,"",Black or African-American,"",Married,Employed for wages,"$50,000-$74,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14_f_nonsmile,Smile,Kind,6_m_nonsmile,Body type,Adventurous,7_f_nonsmile,Smile,Fun,13_f_smile,Hair,Kind,2_f_nonsmile,Body type,Trustworthy,15_m_nonsmile,Smile,Kind,9_f_smile,Body type,Trustworthy,8_m_smile,Smile,Fun,14_m_nonsmile,Eyes,Adventurous,1_f_nonsmile,Eyes,Trustworthy,4_m_nonsmile,Smile,Kind,11_m_nonsmile,Smile,Kind,5_f_nonsmile,Body type,Adventurous,17_m_smile,Smile,Adventurous,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Hair,Trustworthy
R_R7Ui0SXpZWCPZxT,25-34,Man,"",White,"",Single,Out of work and looking for work,"Under $20,000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3_m_smile_none,Smile,Kind,5_m_smile_none,Hair,Hardworking,7_f_smile_none,Body Type,Kind,12_f_smile_none,Eyes,Hardworking,10_f_smile_none,Hair,Kind,4_f_smile_none,Eyes,Adventurous,9_m_smile_none,Smile,Trustworthy,15_m_nonsmile_none,Smile,Fun,1_f_smile_none,Smile,Fun,11_m_smile_none,Smile,Kind,15_f_smile_none,Hair,Trustworthy,2_f_nonsmile_none,Eyes,Trustworthy,1_m_smile_none,Hair,Adventurous,10_m_nonsmile_none,Smile,Fun,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Body Type,Trustworthy
R_9YwHmaLtO9i5qpz,25-34,Man,"",Asian,"",Single,Employed for wages,"$35,000-$49,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14_f_nonsmile,Hair,Fun,6_m_nonsmile,Smile,Trustworthy,7_f_nonsmile,Smile,Adventurous,13_f_smile,Eyes,Adventurous,2_f_nonsmile,Body type,Kind,15_m_nonsmile,Body type,Fun,9_f_smile,Smile,Hardworking,8_m_smile,Smile,Fun,14_m_nonsmile,Eyes,Hardworking,1_f_nonsmile,Body type,Trustworthy,4_m_nonsmile,Smile,Hardworking,11_m_nonsmile,Hair,Adventurous,5_f_nonsmile,Body type,Trustworthy,17_m_smile,Smile,Fun,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Body Type,Kind
R_1kGnuR1R7ThAIXH,25-34,Man,"",Black or African-American,"",Married,Employed for wages,"$20,000-$34,999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14_m_nonsmile_tjs,Body Type,Trustworthy,3_m_smile_nike,Smile,Hardworking,8_f_nonsmile_tjs,"",Fun,4_f_nonsmile_none,Smile,Trustworthy,9_f_smile_none,Hair,Kind,17_m_smile_none,Hair,Kind,7_f_smile_none,Hair,Hardworking,15_m_nonsmile_none,Body Type,Fun,5_m_nonsmile_none,Body Type,Kind,6_f_nonesmile_nike,Body Type,Adventurous,13_m_nonsmile_none,Body Type,Fun,1_f_smile_nike,Hair,Trustworthy,14_f_smile_nike,Smile,Fun,19_m_smile_none,Hair,Trustworthy,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Smile,Trustworthy
